Id,SalePrice
1461,125607.33432848945
1462,150069.63769760344
1463,191354.00654918017
1464,193951.20408561316
1465,188446.88055641748
1466,178547.63500751238
1467,174245.6276499049
1468,167760.7142025441
1469,175945.35421592332
1470,128902.52144012912
1471,185312.85756052323
1472,95757.13180768686
1473,100332.17453731304
1474,151857.75315168075
1475,118370.35565504692
1476,375985.07091483084
1477,271245.3763517778
1478,300833.56004493317
1479,281411.48211200495
1480,467790.9573610376
1481,317490.7976548165
1482,206545.2873628725
1483,169233.73825903717
1484,166036.6249815935
1485,179670.8502004879
1486,199173.27871845584
1487,366645.0352421243
1488,232864.49690621512
1489,217717.8811614506
1490,238044.19188806505
1491,190829.5354513092
1492,94399.79071043279
1493,183337.03644702185
1494,307174.89362155565
1495,280085.58158686885
1496,235002.35464574938
1497,186826.57460913798
1498,163696.22243182693
1499,159353.33932467113
1500,158831.8184326549
1501,167922.77991085977
1502,164770.47287765745
1503,289322.3123968521
1504,246466.55911717168
1505,223454.27238233312
1506,166682.25228407537
1507,251302.8245529579
1508,209742.00036570738
1509,161301.38853163665
1510,144017.45959230344
1511,147015.24932528075
1512,172905.40741772344
1513,118928.50796171688
1514,159772.42415946408
1515,191336.51466135343
1516,146566.11867827037
1517,153773.73116497174
1518,128634.24012702926
1519,224749.63271364802
1520,141769.8763349819
1521,139671.85287517222
1522,168935.710378864
1523,112681.74422474619
1524,118744.82939553034
1525,121168.90050743865
1526,113885.23634942416
1527,106126.49753006158
1528,133542.80008414746
1529,149202.7892485571
1530,162402.69129383346
1531,99852.48047807712
1532,97676.92779614843
1533,140572.98257592844
1534,119344.89359931451
1535,140751.05021883608
1536,110325.58692407198
1537,80405.2260746726
1538,159716.62543698092
1539,201071.3370428511
1540,122073.47820919486
1541,136387.8458704801
1542,133072.89149794637
1543,196390.71117673276
1544,88382.0919906748
1545,107479.93440949939
1546,136941.9273605374
1547,131133.03214293113
1548,134542.77142849745
1549,115495.6646559037
1550,142689.17772744258
1551,106305.7251885458
1552,149564.1171780974
1553,154729.85030301343
1554,117871.84453633438
1555,178255.5012402448
1556,106365.95288935228
1557,104083.84629454152
1558,105880.06445903188
1559,85557.67216326046
1560,124612.0498670364
1561,124536.46483423997
1562,128857.94216069535
1563,123420.60200841026
1564,174357.91141304275
1565,154703.8616044265
1566,228330.6829236754
1567,75864.44898926817
1568,239196.0724306039
1569,149612.93606550936
1570,145983.8201251395
1571,121257.15545598768
1572,143783.7336776233
1573,215202.18922469867
1574,121135.41320845344
1575,233172.00515065703
1576,244608.72271423636
1577,201695.05648138042
1578,134789.80426493793
1579,150571.44962342226
1580,189167.7362372479
1581,146226.70208229427
1582,129045.76741771841
1583,357866.0389241803
1584,224619.21908694968
1585,139651.03704789473
1586,72838.46801424444
1587,99898.03836137003
1588,154815.9544923491
1589,104628.92816703884
1590,134125.024350546
1591,93502.29548300526
1592,117055.57046919572
1593,134550.10820752193
1594,121439.03268166435
1595,119002.7239116183
1596,229298.64605490313
1597,190665.27871525392
1598,187631.71421579504
1599,190544.6623639749
1600,175857.31190442893
1601,63247.32483254723
1602,124857.19106327309
1603,77183.70640766442
1604,262734.206708197
1605,250286.57766974604
1606,161842.54314848105
1607,164101.1895893434
1608,216911.68836044526
1609,194019.0501028064
1610,147166.10661129962
1611,134653.76866029223
1612,186564.78748634987
1613,177685.65646137987
1614,115858.7499343784
1615,90032.93807385796
1616,77796.29884089848
1617,93267.9059203966
1618,125417.37434939886
1619,141007.834929499
1620,171409.4806146707
1621,141290.01328343074
1622,146727.68583642374
1623,273660.80763122736
1624,192905.34987672724
1625,118862.50947899822
1626,163505.46850972294
1627,188990.4054240469
1628,282007.21564580174
1629,180998.4576604356
1630,396916.2557839394
1631,220452.64926215145
1632,241670.09905095748
1633,170406.41341361878
1634,187323.5671277698
1635,180791.34257819204
1636,166042.41916384245
1637,192530.82153595533
1638,188686.11376547068
1639,175609.94843647323
1640,248403.9255516129
1641,173220.44058704862
1642,226959.68642458782
1643,221345.44636011985
1644,228171.69276401366
1645,200586.0824694403
1646,157799.67369955228
1647,152853.21300382508
1648,128132.25367668728
1649,142298.6187931019
1650,120978.66873828617
1651,128944.13928166682
1652,97438.95136427092
1653,98963.31867570626
1654,149911.08465355283
1655,147869.55522864833
1656,143515.37049279985
1657,151800.3933271354
1658,150274.60977562692
1659,124137.31623489667
1660,158238.25445061363
1661,442713.9759630687
1662,359981.280908273
1663,330485.3943961136
1664,451835.7728939355
1665,306152.7297486829
1666,351167.5694071593
1667,339844.6588227221
1668,323458.56665694807
1669,297426.4066644287
1670,325516.8555702678
1671,263901.41128458147
1672,474609.8439300667
1673,320496.57279111247
1674,258673.40251997867
1675,188629.28528967715
1676,194521.4108577573
1677,214884.5645065924
1678,453205.18814739987
1679,407624.1940221503
1680,332398.08267843095
1681,248645.14755393524
1682,301086.71349415526
1683,176399.56269455672
1684,165398.32723365206
1685,167985.92199954917
1686,170384.4396871142
1687,173292.39456240967
1688,194850.13831052577
1689,192399.34219710305
1690,190623.57591693813
1691,184171.51382335048
1692,279170.980140895
1693,164512.41742075395
1694,186239.48354069074
1695,167642.86135963758
1696,262021.6951399009
1697,169625.9462782437
1698,374723.64062970015
1699,378136.4245560457
1700,242804.82767753437
1701,249709.84287608307
1702,255668.74253486423
1703,249401.88934071068
1704,287090.14111899195
1705,231217.3520701399
1706,433148.6635698043
1707,249452.46697014617
1708,228548.04622129968
1709,266652.3020622691
1710,232794.1881986699
1711,285760.8086272928
1712,258033.81580272687
1713,278063.8468380351
1714,222916.1835409653
1715,209280.26417470674
1716,187445.13950108594
1717,169724.725661996
1718,128072.45235817971
1719,202579.34098927237
1720,252600.3475665867
1721,160121.42846423504
1722,126470.71241927186
1723,162938.0203910557
1724,215761.9105998684
1725,239381.68713597758
1726,196140.48251688833
1727,165418.82534965596
1728,178811.94486206357
1729,169363.05912236363
1730,158893.8585878822
1731,122367.04995546774
1732,118280.79536280749
1733,114651.92145761187
1734,116853.640446047
1735,141265.20437960525
1736,117499.22561218105
1737,376798.2792632176
1738,211965.6341002694
1739,267152.38422880886
1740,227992.80919869358
1741,201800.1447816575
1742,164022.78004301083
1743,172889.45798470487
1744,286575.839898857
1745,222876.81270427647
1746,187625.1152095437
1747,242702.29601487954
1748,216062.43384791812
1749,153616.59639724792
1750,128895.79116266075
1751,225004.0912306765
1752,117314.31695092465
1753,144881.20891625134
1754,182119.30976071188
1755,172186.88257759216
1756,127961.748047704
1757,123427.51269944284
1758,162782.519047092
1759,159034.17095850647
1760,168531.5279950041
1761,142812.35410790556
1762,189730.1297962859
1763,164619.28574089645
1764,118357.8110230018
1765,153345.32877188982
1766,171241.51412770915
1767,205660.49151732613
1768,148400.9297774841
1769,160129.62835157345
1770,152635.05728640346
1771,131864.9387795471
1772,133946.50438656998
1773,128272.34585154825
1774,126983.12474056495
1775,140755.20438464166
1776,128700.13149510343
1777,114977.47837145941
1778,141629.13092414473
1779,123959.60351410593
1780,165197.07863117458
1781,133699.24385244734
1782,97010.83872251576
1783,146852.2846904191
1784,110626.86796527034
1785,126614.39674832809
1786,145308.39702005044
1787,171524.37768022952
1788,67808.39279830956
1789,105975.24869418566
1790,84239.64257029278
1791,205576.51236438236
1792,159875.94589366927
1793,131482.3612932139
1794,146723.77199115886
1795,134663.22299148922
1796,142726.6744025469
1797,131609.46913902348
1798,125817.79105379779
1799,117405.74547441449
1800,140786.4145891701
1801,130751.38185843267
1802,132962.50423013963
1803,142983.353310322
1804,147189.67833028693
1805,138148.62360259227
1806,116210.59497084001
1807,141825.3143068596
1808,123701.80284662134
1809,129832.58693762212
1810,150176.24039054356
1811,97868.27609644533
1812,94915.97655188094
1813,123574.58143002148
1814,88777.04008526575
1815,49674.21766092731
1816,101291.39207666568
1817,119563.85058686986
1818,156406.22972600555
1819,115773.67763405244
1820,59329.22786666874
1821,104351.58255531028
1822,154168.09395142598
1823,41492.05574291474
1824,142740.18583815492
1825,138858.7839262182
1826,112100.91627878833
1827,105232.6154966801
1828,130118.7651525461
1829,111097.84042060963
1830,142566.0141805832
1831,141878.89150005294
1832,85803.31449853076
1833,144592.46646886528
1834,130175.97411950918
1835,133746.7968266719
1836,118970.06361539249
1837,84406.99042892372
1838,125572.51387611656
1839,92297.11061449112
1840,171941.70646303907
1841,138195.00475046659
1842,91506.74703203609
1843,135858.30018131362
1844,147163.390444092
1845,153063.2735970073
1846,155802.0992003104
1847,152990.42408702243
1848,50271.78747864158
1849,99269.0073585844
1850,122138.35569822002
1851,156544.913016391
1852,131022.05474351687
1853,138704.16258663978
1854,166842.365325935
1855,139201.97794174726
1856,212107.41561331454
1857,146124.32123445254
1858,131776.10062813223
1859,120051.12287115035
1860,161832.89794273744
1861,117991.73867013626
1862,300671.0768170396
1863,287929.94776704477
1864,290407.29910278856
1865,317744.25768040627
1866,319466.96879899857
1867,236206.84834814363
1868,282922.8977532576
1869,201542.596759301
1870,234830.9548237336
1871,251424.83223376126
1872,169614.96515401668
1873,231077.83308837522
1874,141426.8280321276
1875,198863.90248888358
1876,199176.0366756307
1877,216640.43403487175
1878,196498.79804983968
1879,134070.6382527496
1880,131358.69238648715
1881,222292.2199760166
1882,240780.9605169283
1883,194950.4585783671
1884,206093.05212970413
1885,233323.03139555012
1886,281854.0515700177
1887,195617.9690719078
1888,292903.43909582024
1889,164428.377753307
1890,136982.49105545087
1891,142045.6693044858
1892,100282.17657679459
1893,127738.13884595399
1894,129196.9686921351
1895,136785.8462943487
1896,126675.19606874463
1897,121596.70222922253
1898,114769.06106212421
1899,158515.62166788478
1900,147880.0298425539
1901,164161.82507718046
1902,135971.40585397478
1903,227415.58360614328
1904,145045.24053162473
1905,190422.19945768244
1906,157856.01074499963
1907,199063.01037364177
1908,115071.32797107514
1909,141786.99223440854
1910,120495.644651311
1911,206584.80019836672
1912,298285.753211488
1913,148635.02753755462
1914,57529.384698981456
1915,346546.5176518968
1916,68443.80896901048
1917,253208.16953902342
1918,139663.4078784912
1919,172142.804348283
1920,156401.06636897475
1921,391386.0616173833
1922,299110.13955900277
1923,197517.77652733578
1924,206556.78472339158
1925,194335.04510610667
1926,404575.7145745522
1927,133615.74526704708
1928,148939.50479541722
1929,122600.21071608206
1930,136183.88550110333
1931,148000.08801537112
1932,143037.18750351697
1933,194665.85729420005
1934,178950.51256679802
1935,178604.13930492548
1936,184261.72489169618
1937,185284.98834607104
1938,169933.42326877097
1939,251308.20330716806
1940,188099.50523073593
1941,163171.22038436958
1942,185557.17299692088
1943,214731.59625445504
1944,362237.3615454482
1945,377717.430722286
1946,164295.69862139542
1947,314155.20606765355
1948,157794.03091213212
1949,256889.8145497214
1950,173767.3529707366
1951,245856.95640064366
1952,210550.17054296363
1953,169918.70111963115
1954,184186.1095636115
1955,137278.19451709263
1956,283076.9611345199
1957,145474.4017483826
1958,303160.28614554455
1959,135935.177942965
1960,118553.04914491552
1961,123851.92431266712
1962,94902.99962466651
1963,105849.0400497563
1964,111023.96760980833
1965,145220.6884164782
1966,141142.44547532234
1967,292629.5044148157
1968,433971.5470542334
1969,374919.72479504754
1970,408170.01717434777
1971,402079.9420785059
1972,347399.439311081
1973,280817.64393985627
1974,323281.808986465
1975,523963.7797826376
1976,274985.54670749855
1977,370588.7591809173
1978,394836.5069317814
1979,312364.5199568476
1980,196638.73535884471
1981,318794.76668208017
1982,233148.90224068478
1983,219843.75501616544
1984,160324.4992807144
1985,221384.48393962721
1986,208960.9383820871
1987,190282.1716502023
1988,174091.90530397074
1989,192933.14843055437
1990,220923.7706317908
1991,245420.59784914262
1992,204338.2921571996
1993,167267.37624766448
1994,226156.6170127434
1995,184272.43320426095
1996,236286.85577092218
1997,333342.7077361839
1998,374901.02379230096
1999,258463.78409971838
2000,311551.3945626587
2001,276509.6139436257
2002,223760.44936793012
2003,247052.50299437958
2004,285035.51760993025
2005,214177.55221270726
2006,246722.27896494194
2007,247379.19958280952
2008,221464.33853165913
2009,199381.97371271974
2010,180406.71262144222
2011,135738.4449273076
2012,185738.83926873057
2013,183493.9935398046
2014,186499.51171893152
2015,195926.88700819013
2016,201222.5504560089
2017,202469.21962032162
2018,136725.64781759164
2019,138056.59512269488
2020,109422.59131085087
2021,106942.8800428819
2022,176682.9164444513
2023,149974.51909426384
2024,264433.58146972687
2025,344682.1820342108
2026,169285.17366361408
2027,153825.81995124154
2028,155788.3928781606
2029,175568.2504902172
2030,250197.44022534526
2031,209315.2838692639
2032,237219.86802396784
2033,231494.41120088357
2034,160194.96514566778
2035,206476.59499612587
2036,182963.2024080948
2037,183922.9654188804
2038,284084.0974141303
2039,219550.27049183412
2040,297703.20443994435
2041,258178.77051763295
2042,202434.9911930881
2043,169419.6489206418
2044,156231.10246897288
2045,198311.07622165466
2046,142422.57099143887
2047,149485.81844003426
2048,145778.72874526863
2049,134906.43476677523
2050,174707.56699461138
2051,113339.13543821627
2052,125546.25081804588
2053,148687.12107754592
2054,91410.99374498258
2055,159359.66997751413
2056,147520.67998339573
2057,123046.15486414073
2058,221239.31487002264
2059,136108.29293130978
2060,165061.28568933383
2061,165329.2377868372
2062,132361.48690741498
